Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01 00:00:00+00:00,0.8312810063362122,0.8531979918479919,0.8307409882545471,0.8494719862937927,0.8494719862937927,1156464024
2022-01-02 00:00:00+00:00,0.8494420051574707,0.8635579943656921,0.839156985282898,0.8591179847717285,0.8591179847717285,1134033205
2022-01-03 00:00:00+00:00,0.8591070175170898,0.8591070175170898,0.8240519762039185,0.8328850269317627,0.8328850269317627,1428968710
2022-01-04 00:00:00+00:00,0.832850992679596,0.8440759778022766,0.8196150064468384,0.8246729969978333,0.8246729969978333,1514079366
2022-01-05 00:00:00+00:00,0.8247140049934387,0.8355330228805542,0.7327039837837219,0.7743579745292664,0.7743579745292664,2252733064
2022-01-06 00:00:00+00:00,0.7742999792098999,0.7892169952392578,0.7442920207977295,0.7813460230827332,0.7813460230827332,2165022786
2022-01-07 00:00:00+00:00,0.7812700271606445,0.7812700271606445,0.7346169948577881,0.7630739808082581,0.7630739808082581,2329624598
2022-01-08 00:00:00+00:00,0.7631059885025024,0.7750840187072754,0.7278029918670654,0.7476879954338074,0.7476879954338074,1792091501
2022-01-09 00:00:00+00:00,0.7477329969406128,0.7663210034370422,0.7415339946746826,0.7545049786567688,0.7545049786567688,1182503166
2022-01-10 00:00:00+00:00,0.7544280290603638,0.7585129737854004,0.7054790258407593,0.7393350005149841,0.7393350005149841,2014043704
2022-01-11 00:00:00+00:00,0.7393559813499451,0.7734609842300415,0.7341510057449341,0.7705540060997009,0.7705540060997009,1897366203
2022-01-12 00:00:00+00:00,0.7706080079078674,0.8060479760169983,0.7596459984779358,0.7995479702949524,0.7995479702949524,1976047994
2022-01-13 00:00:00+00:00,0.7994549870491028,0.8009510040283203,0.7630820274353027,0.7683280110359192,0.7683280110359192,1578656460
2022-01-14 00:00:00+00:00,0.7683579921722412,0.789355993270874,0.7556279897689819,0.7742969989776611,0.7742969989776611,1576111969
2022-01-15 00:00:00+00:00,0.774308979511261,0.788864016532898,0.7709490060806274,0.7814229726791382,0.7814229726791382,1029135167
2022-01-16 00:00:00+00:00,0.7813079953193665,0.7839620113372803,0.7709529995918274,0.778954029083252,0.778954029083252,1005077258
2022-01-17 00:00:00+00:00,0.7789989709854126,0.7801799774169922,0.7523519992828369,0.7627419829368591,0.7627419829368591,1406443014
2022-01-18 00:00:00+00:00,0.7627689838409424,0.7680490016937256,0.7394639849662781,0.7526310086250305,0.7526310086250305,1510069237
2022-01-19 00:00:00+00:00,0.7526140213012695,0.753154993057251,0.726485013961792,0.739749014377594,0.739749014377594,1446126322
