Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01 00:00:00+00:00,170.3108367919922,178.96224975585938,170.19554138183594,178.5179443359375,178.5179443359375,1084780603
2022-01-02 00:00:00+00:00,178.53240966796875,179.43235778808594,175.01231384277344,176.38284301757812,176.38284301757812,995389409
2022-01-03 00:00:00+00:00,176.3863067626953,176.3863067626953,167.5339813232422,170.29774475097656,170.29774475097656,1345778058
2022-01-04 00:00:00+00:00,170.28611755371094,173.735107421875,166.74012756347656,167.93890380859375,167.93890380859375,1499265336
2022-01-05 00:00:00+00:00,167.94033813476562,171.11045837402344,148.2161102294922,155.0997314453125,155.0997314453125,2123759721
2022-01-06 00:00:00+00:00,155.10592651367188,155.10592651367188,146.66766357421875,150.4313507080078,150.4313507080078,2097172620
2022-01-07 00:00:00+00:00,150.4134063720703,150.5209503173828,135.14999389648438,136.40281677246094,136.40281677246094,2926269672
2022-01-08 00:00:00+00:00,136.40016174316406,147.83731079101562,134.02101135253906,142.51345825195312,142.51345825195312,2730000333
2022-01-09 00:00:00+00:00,142.54312133789062,145.44041442871094,138.39410400390625,140.83900451660156,140.83900451660156,1599123912
2022-01-10 00:00:00+00:00,140.83363342285156,143.56336975097656,130.7969970703125,135.95494079589844,135.95494079589844,2040883379
2022-01-11 00:00:00+00:00,135.94090270996094,143.29904174804688,134.13397216796875,140.18385314941406,140.18385314941406,1554197314
2022-01-12 00:00:00+00:00,140.20375061035156,152.9364776611328,138.5462646484375,151.70310974121094,151.70310974121094,2242337550
2022-01-13 00:00:00+00:00,151.6905975341797,157.54373168945312,146.01004028320312,146.01004028320312,146.01004028320312,2177023564
2022-01-14 00:00:00+00:00,146.02590942382812,150.469482421875,142.39068603515625,146.15902709960938,146.15902709960938,1822320951
2022-01-15 00:00:00+00:00,146.18002319335938,149.35018920898438,144.4191436767578,147.80117797851562,147.80117797851562,1123271784
2022-01-16 00:00:00+00:00,147.78660583496094,151.7723388671875,146.4017791748047,147.8565216064453,147.8565216064453,1172854751
